NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 4074;R DOM PEDRO II,1220,AP 3 BL 13466900  AMERICANA SP ;25855;4;
Cliente Ficticio 4075;R DR NELSON FERREIRA DA COSTA CHAVES,    32 18071047  SOROCABA SP ;16912;4;
Cliente Ficticio 4076;R PE JOSE ANTONIO ROMANO,   300, BL C, APT 13 05784120  SAO PAULO SP ;43234;6;
Cliente Ficticio 4077;QUADRA,30,QD 30 CJ A LT 23 71573020  BRASILIA DF ;2729;6;
Cliente Ficticio 4088;R MAJ ALDROVANDO LEAO,   208 96077170  PELOTAS RS ;9806;4;
Cliente Ficticio 4089;R ODILON MARTINS DE ANDRADE,   526, APT 102 22790230  RIO DE JANEIRO RJ ;16083;4;
Cliente Ficticio 4090;R SERRA DAS ARARAS,100 09855220  SAO BERNARDO DO CAMPO SP ;16879;4;
Cliente Ficticio 4091;R BPO WILLIAM THOMAS,260,B AP 203 91720030  PORTO ALEGRE RS ;14550;4;
Cliente Ficticio 4093;R VIRGILIO EUCLIDES MARTINS,    45 18060235  SOROCABA SP ;20980;4;
Cliente Ficticio 4094;R DAVID CALDAS,  5896 64018670  TERESINA PI ;15117;4;
Cliente Ficticio 4095;R VSC DE CAIRU,   360 18040335  SOROCABA SP ;21761;4;
Cliente Ficticio 4096;R MILTON RESTINI,   290 14093650  RIBEIRAO PRETO SP ;21886;4;
Cliente Ficticio 4097;R TIRADENTES,  1837, BL 12, APT 52 09780900  SAO BERNARDO DO CAMPO SP ;14358;4;
Cliente Ficticio 4098;AV AUGUSTO DE LIMA,   444, APT 1303 30190001  BELO HORIZONTE MG ;29044;4;
Cliente Ficticio 4099;R MERCEDES SALANO CASTINEIRAS,   300, BL V, APT 61 04256177  SAO PAULO SP ;13095;4;
Cliente Ficticio 4100;R JOSE CAMBRAIA DO NASCIMENTO,   129, BL 02, APT 403 30570230  BELO HORIZONTE MG ;10902;4;
Cliente Ficticio 4101;R DO PATROCINIO,629,AP16 13300200  ITU SP ;3999;6;
Cliente Ficticio 4102;R FILIPPO VITALI,    17 02243140  SAO PAULO SP ;1936;6;
Cliente Ficticio 4119;TV BARUERI,     7 06411235  BARUERI SP ;9445;4;
Cliente Ficticio 4120;R CARLOS DE LAET,   137 08810310  MOGI DAS CRUZES SP ;1936;4;
Cliente Ficticio 4121;R DIOMARIO MOOJEN,    90, APT 101A 90820030  PORTO ALEGRE RS ;10160;4;
Cliente Ficticio 4122;R MADEIRA,    76, APT 3 03033040  SAO PAULO SP ;16977;4;
Cliente Ficticio 4123;R DE JOSE BENEDITO ALMEIDA,   385 11719120  PRAIA GRANDE SP ;15859;4;
Cliente Ficticio 4124;R JOSE ALVES DANTAS,    96 05590080  SAO PAULO SP ;28034;4;
Cliente Ficticio 4125;TV SOLEDADE,     7, APT 401 20270120  RIO DE JANEIRO RJ ;30669;4;
Cliente Ficticio 4127;R FORTUNATO BELOTTO,   100 17209313  JAU SP ;5003;4;
Cliente Ficticio 4129;R DR EDUARDO CHARTIER,585,AP 804 90520100  PORTO ALEGRE RS ;28449;4;
Cliente Ficticio 4130;R TEREZA VEIGA,164 02925100  SAO PAULO SP ;15919;4;
Cliente Ficticio 4131;R ARGEMIRO SATYRO,     4, CASA 2 06160400  OSASCO SP ;27466;4;
Cliente Ficticio 4132;R PANAIOTIS MUSCULIS,551,CASA 3 11430220  GUARUJA SP ;31793;4;
Cliente Ficticio 4133;R MIGUEL ARROJADO LISBOA,    54, CASA 3 02238090  SAO PAULO SP ;31608;4;
Cliente Ficticio 4134;R CORCOVADO,   134, BL 24 ARAPONGA, APT 11 05038040  SAO PAULO SP ;6833;4;
Cliente Ficticio 4135;R DR CARMINO CAPRICCHIO,    36 05368000  SAO PAULO SP ;14545;4;
Cliente Ficticio 4136;R BORBA GATO,   331, BL G - FLAMBOYANT, APT 203 04747901  SAO PAULO SP ;26368;4;
Cliente Ficticio 4137;R AMELIA PEREIRA,   899 12606280  LORENA SP ;14237;4;
Cliente Ficticio 4138;R JOAOZINHO,    82 07195140  GUARULHOS SP ;4914;4;
Cliente Ficticio 4139;R BABACU,    52 84020670  PONTA GROSSA PR ;15228;4;
Cliente Ficticio 4140;R LAGOA DA PRATA,   175, APT 202 12233350  SAO JOSE DOS CAMPOS SP ;19753;4;
Cliente Ficticio 4141;R DR GALEAO CARVALHAL,51,AP.64 11055201  SANTOS SP ;24273;4;
Cliente Ficticio 4142;R IBIRAPUERA,   931 13468490  AMERICANA SP ;18508;4;
Cliente Ficticio 4143;R JOAO COELHO DA COSTA,218,CASA 88054415  FLORIANOPOLIS SC ;21832;4;
Cliente Ficticio 4144;R JOAO GUIMARAES,   160 18052070  SOROCABA SP ;19108;4;
Cliente Ficticio 4145;AV D PEDRO II,  1219 09080110  SANTO ANDRE SP ;7979;4;
Cliente Ficticio 4146;R ANTONIO SEIXAS L RIBEIRO,    18, BL 131, APT 13 09180110  SANTO ANDRE SP ;18017;4;
Cliente Ficticio 4147;R GEN ROCA,176,APT403 20521070  RIO DE JANEIRO RJ ;46627;4;
Cliente Ficticio 4148;R DR ELISIO DE CASTRO,   336, APT 41 04277010  SAO PAULO SP ;18280;4;
Cliente Ficticio 4149;R CAMBUCI,   294 06419180  BARUERI SP ;21734;4;
Cliente Ficticio 4151;R GREGORIO TAGLE,   284, CASA 3 05187510  SAO PAULO SP ;15997;4;
Cliente Ficticio 4152;R COREIA,   400, BL 4, APT 22 09280190  SANTO ANDRE SP ;18048;4;
Cliente Ficticio 4153;R MANOEL DE ABREU,   406, CASA 2 07083160  GUARULHOS SP ;21371;4;
Cliente Ficticio 4154;R PST HENRIQUE CORREA,    52 16057660  ARACATUBA SP ;8566;4;
Cliente Ficticio 4155;R DR ABELARDO CERQUEIRA CESAR,   290 13032535  CAMPINAS SP ;19809;4;
Cliente Ficticio 4156;R AGUAPEI,   741 03325000  SAO PAULO SP ;30854;4;
Cliente Ficticio 4157;AV S JOAO,   603 13416382  PIRACICABA SP ;25556;4;
Cliente Ficticio 4158;R ARAUANA,   190, CASA 5 21321390  RIO DE JANEIRO RJ ;31178;4;
Cliente Ficticio 4159;R JUREIA,940,AP 152 04140110  SAO PAULO SP ;27414;4;
Cliente Ficticio 4160;R TEODORO SAMPAIO,    97 09530720  SAO CAETANO DO SUL SP ;16129;4;
Cliente Ficticio 4161;PSG PE MARCOS,    33 66113170  BELEM PA ;23575;4;
Cliente Ficticio 4162;R BPO D GASTAO,249,CASA 13570750  SAO CARLOS SP ;10121;4;
Cliente Ficticio 4163;TV CANTO DAS DUAS FLORES,1,FDS 03160065  SAO PAULO SP ;14419;4;
Cliente Ficticio 4165;R CEL LEITAO,   164, CASA 1 21235220  RIO DE JANEIRO RJ ;19846;4;
Cliente Ficticio 4166;R CAETES,   278 13456083  SANTA BARBARA D OESTE SP ;7634;4;
Cliente Ficticio 4167;R OLIVEIRA LIMA,    49, APT 202 20561270  RIO DE JANEIRO RJ ;48648;4;
Cliente Ficticio 4168;R MANUEL NUNES,    54 02202080  SAO PAULO SP ;7523;4;
Cliente Ficticio 4169;AV S JOAO,  1380, CASA FD 95020340  CAXIAS DO SUL RS ;16710;4;
Cliente Ficticio 4170;R TOME GIBSON,146,APT 504 -ED. ADA MELO 51011480  RECIFE PE ;9415;4;
Cliente Ficticio 4171;R CELESTINO GIL VASQUEZ,   433 11441310  GUARUJA SP ;7895;4;
Cliente Ficticio 4172;R DIOGO FREIRE,549,CASA 1 04148010  SAO PAULO SP ;30997;4;
Cliente Ficticio 4173;R CMTE WAGNER,   399, APT 203 95900000  LAJEADO RS ;18060;4;
Cliente Ficticio 4174;PC N SRA DAS GRACAS,   269, CASA 01 11390090  SAO VICENTE SP ;34555;4;
Cliente Ficticio 4175;R MTO JACO,   270, ED CAIOBA, APT 301 88803020  CRICIUMA SC ;18462;4;
Cliente Ficticio 4176;R ANTONIO FLORES,    32 30622300  BELO HORIZONTE MG ;10128;4;
Cliente Ficticio 4177;R SCHILLING,   413, CJ 805 05302001  SAO PAULO SP ;13660;4;
Cliente Ficticio 4178;R HENRY LEONARDOS,    32 04406040  SAO PAULO SP ;19878;4;
Cliente Ficticio 4179;R EUCLIDES PACHECO,   803, BL B, APT 1306 03321000  SAO PAULO SP ;24612;4;
Cliente Ficticio 4180;R DR RENATO GRANADEIRO GUIMARAES,259,BL D ATP 3 08773100  MOGI DAS CRUZES SP ;4886;4;
Cliente Ficticio 4181;AV ANDRADE NEVES,   785, APT 2 09175360  SANTO ANDRE SP ;34844;4;
Cliente Ficticio 4182;R DAS LARANJEIRAS,120,BL C,  APT 21 09820480  SAO BERNARDO DO CAMPO SP ;14078;4;
Cliente Ficticio 4183;R MONTEIRO,   210 01549030  SAO PAULO SP ;19283;4;
Cliente Ficticio 4184;R JOSE FABIANO BARCIK,   621, BL 9, APT 12 82940050  CURITIBA PR ;10160;4;
Cliente Ficticio 4185;R CANDIDO DA SILVA,    90 03204060  SAO PAULO SP ;5759;4;
Cliente Ficticio 4187;SRV DAS VASSOURAS,41,CASA-4 88062272  FLORIANOPOLIS SC ;60868;4;
Cliente Ficticio 4188;R DEMIFONTE,   291 05201210  SAO PAULO SP ;25519;4;
Cliente Ficticio 4189;R OSWALDO FONTES,     9 23570350  RIO DE JANEIRO RJ ;9334;4;
Cliente Ficticio 4190;R JOAO DAQUIL BICHUETTE,   200 14056774  RIBEIRAO PRETO SP ;25168;4;
Cliente Ficticio 4191;R GUARARA,103,APT 61 01425001  SAO PAULO SP ;54927;4;
Cliente Ficticio 4192;R NELSON VIARO,  3520 14405438  FRANCA SP ;1937;4;
Cliente Ficticio 4193;R GUAICURUS,   110, APT 1 05033000  SAO PAULO SP ;1941;4;
Cliente Ficticio 4194;R BR DE PIRACICAMIRIM,  1063 13416005  PIRACICABA SP ;25466;4;
Cliente Ficticio 4195;R ITACOARATI,    84 04281040  SAO PAULO SP ;21871;4;
Cliente Ficticio 4196;R HIPOLITO ANTONIO PINHEIRO,3341 14405415  FRANCA SP ;11419;4;
Cliente Ficticio 4197;R ELIAS,   107, CASA 1 06447380  BARUERI SP ;13243;4;
Cliente Ficticio 4198;R SILVANA MELLI,   147 06070230  OSASCO SP ;1175;4;
Cliente Ficticio 4199;QE, QD 01, BL B-01, APT 206 71100016  BRASILIA DF ;11990;4;
Cliente Ficticio 4201;R PE JOAO ECHEVARRIA TORRE,    18 13425538  PIRACICABA SP ;11029;4;
Cliente Ficticio 4202;R PRTA JONAS,235,BL 03, APT 21 08738570  MOGI DAS CRUZES SP ;30715;4;
Cliente Ficticio 4203;R GEN HASTINFILO DE MOURA,   106, BL 2, APT 22 ESCIII 09371120  MAUA SP ;15397;4;
Cliente Ficticio 4204;R NAZUR,    93 12307030  JACAREI SP ;1343;4;
Cliente Ficticio 4205;R ABILIO PEDRO RAMOS,   181, / A 02279000  SAO PAULO SP ;24122;6;
Cliente Ficticio 4206;AV EZELINO DA CUNHA GLORIA,   593, BL C, APT 14 08775520  MOGI DAS CRUZES SP ;17810;6;
Cliente Ficticio 4233;R DES PIRES DE CASTRO (ZONA SUL),   797 64001390  TERESINA PI ;14129;4;
Cliente Ficticio 4234;R JURUA,    12, CASA 1 09580335  SAO CAETANO DO SUL SP ;18244;4;
Cliente Ficticio 4235;R CARLOTA DUQUE ESTRADA,100,CASA 02 24422400  SAO GONCALO RJ ;32679;4;
Cliente Ficticio 4237;R AFONSO CELSO,  1380 04119062  SAO PAULO SP ;38766;4;
Cliente Ficticio 4238;R MARIA INES PASTI PEDROSO,   376 13304276  ITU SP ;25988;4;
Cliente Ficticio 4239;R ALM BALTAZAR,194,AP 503, BLOCO 2 20941150  RIO DE JANEIRO RJ ;8362;4;
Cliente Ficticio 4240;R MINAS GERAIS,   180, BL 1, APT 44 09852690  SAO BERNARDO DO CAMPO SP ;8119;4;
Cliente Ficticio 4241;TV CAC APOENA,   485 02307330  SAO PAULO SP ;4653;4;
Cliente Ficticio 4242;AV PRESBITERIANA,   247 27281510  VOLTA REDONDA RJ ;37571;4;
Cliente Ficticio 4243;TV RAFAEL BLANCO,   111, CASA A 02671060  SAO PAULO SP ;26611;4;
Cliente Ficticio 4244;R DOS TAPES,56,BL B AP 21 01527050  SAO PAULO SP ;15119;4;
Cliente Ficticio 4245;R ALICANTE (CJ CIDADAO V),    39, QD 317 69097517  MANAUS AM ;29290;4;
Cliente Ficticio 4246;EST MORRO DOS OLHOS D'AGUA,   140, CASA 3 08270360  SAO PAULO SP ;17812;4;
Cliente Ficticio 4247;AV QUEIROS DOS SANTOS,  1843, CASA CS 09015311  SANTO ANDRE SP ;21123;4;
Cliente Ficticio 4248;R IRINEU GALLO,   113 05750240  SAO PAULO SP ;4545;4;
Cliente Ficticio 4249;R PAU BRASIL,   780 14040220  RIBEIRAO PRETO SP ;4622;4;
Cliente Ficticio 4250;AV BARTOLOMEU DE GUSMAO,    13, BL ITALIA, APT 82 11045400  SANTOS SP ;19948;4;
Cliente Ficticio 4251;SHIGS, QD 707, BL E, CASA 23 70351705  BRASILIA DF ;28061;4;
Cliente Ficticio 4252;R BACTORIA,   408, CASA 01 03472100  SAO PAULO SP ;15616;4;
Cliente Ficticio 4253;AV SARANDI,   820, SALA 1 91130450  PORTO ALEGRE RS ;14212;4;
Cliente Ficticio 4254;R JULIMAR DE SOUZA PAULO,   165 08830030  MOGI DAS CRUZES SP ;18323;4;
Cliente Ficticio 4255;R ALBANO KLEMS,  1111 89217270  JOINVILLE SC ;34576;4;
Cliente Ficticio 4256;R RIO NEGRO,   211 09570540  SAO CAETANO DO SUL SP ;28402;4;
Cliente Ficticio 4257;R BIAGIO MARINI,    46 08275620  SAO PAULO SP ;7640;4;
Cliente Ficticio 4259;R SCUPTOR,    82, CASA 02 06341580  CARAPICUIBA SP ;46020;4;
Cliente Ficticio 4260;R VER PEDRO MEDEIROS,178,CASA 88115250  SAO JOSE SC ;16451;4;
Cliente Ficticio 4261;R MANOEL TERROCILA,    18 07174170  GUARULHOS SP ;19057;4;
Cliente Ficticio 4262;R CLAUDIO SALLES VICENTINI,    56 08744260  MOGI DAS CRUZES SP ;13736;4;
Cliente Ficticio 4263;R SALUSTIANO CORDEIRO,    46, ED ITABIRA, APT 73 80620190  CURITIBA PR ;41751;4;
Cliente Ficticio 4264;R DR OTAVIO SANTOS,   211, BL 9, APT 403 91210001  PORTO ALEGRE RS ;34088;4;
Cliente Ficticio 4265;R IELMO MARINHO,   893, LJ A 03236030  SAO PAULO SP ;12092;4;
Cliente Ficticio 4266;R PRIMEIRO DE MAIO,   124 11520130  CUBATAO SP ;7244;4;
Cliente Ficticio 4267;AV PENHA DE FRANCA,   653 03606010  SAO PAULO SP ;7802;4;
Cliente Ficticio 4268;RUA TANCREDO NEVES,295,104C 69054700  MANAUS AM ;40259;4;
Cliente Ficticio 4269;R ALEXANDRE CANALLI,   519 95099030  CAXIAS DO SUL RS ;19552;4;
Cliente Ficticio 4270;R ARARIPE JUNIOR,   772 08810230  MOGI DAS CRUZES SP ;33808;4;
Cliente Ficticio 4271;R ALASCA (CJ TAPAJOS),    45 66833330  BELEM PA ;2198;4;
Cliente Ficticio 4273;R T 51,   401, QD 74, LT 01/03, APT 204 74215210  GOIANIA GO ;14489;4;
Cliente Ficticio 4274;AV SETE DE SETEMBRO,  1885, CASA FUNDOS 99010120  PASSO FUNDO RS ;9982;4;
Cliente Ficticio 4275;R BELL ALIANCE,    94 09581420  SAO CAETANO DO SUL SP ;24940;4;
Cliente Ficticio 4276;R JOAO JACINTHO DE OLIVEIRA,    45 13573212  SAO CARLOS SP ;26513;4;
Cliente Ficticio 4277;R RIO PARAIBA DO SUL,   225 59149125  PARNAMIRIM RN ;11337;4;
Cliente Ficticio 4278;R DELMIRO LEAO (CJ R S PINTO I),   122 69090640  MANAUS AM ;14718;4;
Cliente Ficticio 4279;R PAULO CESAR,   269 02311240  SAO PAULO SP ;12448;4;
Cliente Ficticio 4280;AV NICOLAU JACINTO,   685, BL 6, APT 52 03687010  SAO PAULO SP ;10924;4;
Cliente Ficticio 4281;R GENI FORMIGA,    59 69919124  RIO BRANCO AC ;33133;4;
Cliente Ficticio 4282;R DOS QUILOMBOLAS,   341, ED GUARAJUBA, APT 14 41720005  SALVADOR BA ;23264;4;
Cliente Ficticio 4283;R ARMANDO PINELLI,   268, BL 7, APT 43 09930310  DIADEMA SP ;8929;6;
Cliente Ficticio 4284;R JANDAIA DO SUL,418 13846065  MOGI GUACU SP ;22484;6;
Cliente Ficticio 4408;R PLINIO BARRETO,182,FRENTE 21240050  RIO DE JANEIRO RJ ;29026;2;
Cliente Ficticio 4409;R ALBANO REIS,   595, CASA 1 80520530  CURITIBA PR ;37528;4;
Cliente Ficticio 4411;R CEL JUCA,   227, APT 202 60170320  FORTALEZA CE ;48269;4;
Cliente Ficticio 4412;R MATHEUS CORAZZA,   147 16012100  ARACATUBA SP ;17469;4;
Cliente Ficticio 4413;AV CDOR LEAO,   167 57022240  MACEIO AL ;17877;4;
Cliente Ficticio 4414;R MARIA MARTINS OTTOBONI,   175 12239420  SAO JOSE DOS CAMPOS SP ;8067;4;
Cliente Ficticio 4415;R S MATEUS,   524,   APT 102 81070080  CURITIBA PR ;37365;4;
Cliente Ficticio 4418;R PALMIRO PANIZI,   251, CASA 1 18078777  SOROCABA SP ;29645;4;
Cliente Ficticio 4419;R DAIR BORGES,423 11701210  PRAIA GRANDE SP ;36315;4;
Cliente Ficticio 4420;R CNSO SARAIVA,920,APT 21 BL 2 15070050  SAO JOSE DO RIO PRETO SP ;16960;4;
Cliente Ficticio 4421;R ALEMANHA,    91, FD 09941090  DIADEMA SP ;22565;4;
Cliente Ficticio 4422;R ZEQUINHA LEMES,  1090 12570000  APARECIDA SP ;3588;4;
Cliente Ficticio 4423;R ELIAS FAUSTO,   405 13425808  PIRACICABA SP ;26133;4;
Cliente Ficticio 4424;R SALOME QUEIROGA,   584, CASA 03 03434000  SAO PAULO SP ;18491;4;
Cliente Ficticio 4425;R JACOB EMERICK,   762,   ALTOS 11310070  SAO VICENTE SP ;45642;4;
Cliente Ficticio 4426;R LEOCADIA GONCALVES BARRETO TUCUNDUVA,    54, CASA 4 06317240  CARAPICUIBA SP ;10987;4;
Cliente Ficticio 4427;R MATEIA OLIVEIRA LOPES,  1120 14407113  FRANCA SP ;16143;6;
Cliente Ficticio 4428;R EUGENE DELACROIX,   245 02755160  SAO PAULO SP ;531;6;
Cliente Ficticio 4448;R ALEXANDRE TEIXEIRA,   195, CASA /A 03519080  SAO PAULO SP ;83383;4;
Cliente Ficticio 4449;R JARDIM DA SAUDADE,   361 88332055  BALNEARIO CAMBORIU SC ;46970;4;
Cliente Ficticio 4450;AV VALE DO TORORO,     1, / SN,   ESTAÇÃO DA LAPA, LJ 20 40050290  SALVADOR BA ;13109;4;
Cliente Ficticio 4451;AV ENG FRANCISCO JOSE LONGO,   633, APT 173 12245000  SAO JOSE DOS CAMPOS SP ;14119;4;
Cliente Ficticio 4453;R SRG ANTONIO ERNESTO,   454, CASA 1 21520460  RIO DE JANEIRO RJ ;21668;4;
Cliente Ficticio 4454;AV D PEDRO II,  1850, APT 8 09080001  SANTO ANDRE SP ;9582;4;
Cliente Ficticio 4455;R MANOEL ANTONIO,132,CASA 1 05749310  SAO PAULO SP ;18189;4;
Cliente Ficticio 4456;R TIMBIRAS,   373, CASA 3 11703370  PRAIA GRANDE SP ;7908;4;
Cliente Ficticio 4457;SCES TRECHO,0,[SCES , TR 4, LT 5,  APTO: B037T, BL B, 70200004  BRASILIA DF ;41294;4;
Cliente Ficticio 4458;R ROSANA ROCHA MOREIRA,    34 12306734  JACAREI SP ;6020;4;
Cliente Ficticio 4459;R JOSE DOMINGOS DA CRUZ,   144, FT . 12061650  TAUBATE SP ;8423;4;
Cliente Ficticio 4460;R FRANCISCO PILATTI,224,CASA 04 82115340  CURITIBA PR ;18553;4;
Cliente Ficticio 4461;R AMARAL,    91, APT 202 20541155  RIO DE JANEIRO RJ ;37062;4;
Cliente Ficticio 4462;R INACIO,   426 03142001  SAO PAULO SP ;12081;4;
Cliente Ficticio 4463;R JOAO VENDRAMIN,   355 82020650  CURITIBA PR ;79113;4;
Cliente Ficticio 4464;R PRF GIAMPERO MONACCI,   150 87010090  MARINGA PR ;5660;4;
Cliente Ficticio 4466;AV ANDROMEDA,1782 12230001  SAO JOSE DOS CAMPOS SP ;5578;4;
Cliente Ficticio 4467;AV NICOLAU BECKER,   345 93510060  NOVO HAMBURGO RS ;11806;4;
Cliente Ficticio 4468;R DOS TUCUNARES,   500, LJ 100 17507280  MARILIA SP ;13433;4;
Cliente Ficticio 4469;AV PAULO AYRES,75,BL 32 AP 34 06767900  TABOAO DA SERRA SP ;1941;4;
Cliente Ficticio 4470;R PRUSSIA,  1598 06852840  ITAPECERICA DA SERRA SP ;26191;4;
Cliente Ficticio 4471;CCSW, QD 02, LT 04, APT 148 70680250  BRASILIA DF ;41947;4;
Cliente Ficticio 4472;R CEL FERREIRA SOBRINHO,    66, CASA 2 69079300  MANAUS AM ;19063;4;
Cliente Ficticio 4473;R EUCLIDES DA CUNHA,  1951 16025473  ARACATUBA SP ;11018;4;
Cliente Ficticio 4475;AV JABAQUARA,  2054, APT 151 04046400  SAO PAULO SP ;23879;4;
Cliente Ficticio 4476;R ARAGUAIA,   875, APT 504 22745270  RIO DE JANEIRO RJ ;69419;4;
Cliente Ficticio 4477;R ATANAZIO SOARES,  1043, BL C, CASA 11 18075000  SOROCABA SP ;18046;4;
Cliente Ficticio 4478;EST COPIUVA,  1500, BL 3 - LUA, APT 15 06330000  CARAPICUIBA SP ;18378;4;
Cliente Ficticio 4479;QNM, QD 08, CJ D, CASA 22 72210080  BRASILIA DF ;23980;4;
Cliente Ficticio 4480;R MATHILDE ZATAR,   231 91720530  PORTO ALEGRE RS ;11416;4;
Cliente Ficticio 4481;AV MARIA FONSECA DE MORAES,204 49092450  ARACAJU SE ;29120;4;
Cliente Ficticio 4482;R VER MARIO COELHO PIRES,   345, APT 904 88101280  SAO JOSE SC ;24231;4;
Cliente Ficticio 4483;R DJALMA RAFAEL,    12 08770380  MOGI DAS CRUZES SP ;2359;4;
Cliente Ficticio 4484;R APPA,   433 14051060  RIBEIRAO PRETO SP ;16561;4;
Cliente Ficticio 4486;R IPANEMA,   345 03164200  SAO PAULO SP ;5509;4;
Cliente Ficticio 4487;R JOSE DA COSTA TEIXEIRA,   486 14110000  RIBEIRAO PRETO SP ;16231;4;
Cliente Ficticio 4489;R ANDRE FERREIRA,124 03447050  SAO PAULO SP ;13616;6;
Cliente Ficticio 4490;R DR JOSE MAURICIO DE OLIVEIRA,   379 07092110  GUARULHOS SP ;7423;6;
Cliente Ficticio 4512;R SAO BENEDITO,773 16072207  ARACATUBA SP ;8427;4;
Cliente Ficticio 4513;R ENG SERAFIM VOLOSCHEN,   241 80740040  CURITIBA PR ;49549;4;
Cliente Ficticio 4514;R RIO PARANAPANEMA,761,FUNDOS 13565050  SAO CARLOS SP ;23496;4;
Cliente Ficticio 4515;R EUDORO LINCOLN BERLINCK,   453 05565200  SAO PAULO SP ;12979;4;
Cliente Ficticio 4516;R VSC DE TAUNAY,   443, APT 194 04726010  SAO PAULO SP ;26992;4;
Cliente Ficticio 4517;R LEONARDO PEDRO FORTE,   612 17212370  JAU SP ;10943;4;
Cliente Ficticio 4518;R DOS ESTUDANTES,344,CASA 2 13186170  HORTOLANDIA SP ;22057;4;
Cliente Ficticio 4519;R HUMBERTO DEL CISTIA,   297, COND BELLA FIORE, CASA 36 18076560  SOROCABA SP ;18705;4;
Cliente Ficticio 4520;R SEBASTIAO DE BARROS,   268 08420240  SAO PAULO SP ;34223;4;
Cliente Ficticio 4521;AL DOS JACARANDAS,    29 34000000  NOVA LIMA MG ;20111;4;
Cliente Ficticio 4522;SHIS, QD QI15, CJ 06, CASA 22A 71635260  BRASILIA DF ;20970;4;
Cliente Ficticio 4523;R FRIEDA,33 09572500  SAO CAETANO DO SUL SP ;31558;4;
Cliente Ficticio 4525;AV D PEDRO I,  1398 09991000  DIADEMA SP ;29401;4;
Cliente Ficticio 4526;R ARGEMIRO AMARO DA SILVA,  2952 14407527  FRANCA SP ;17655;6;
Cliente Ficticio 4527;R MAOME,    66 09240790  SANTO ANDRE SP ;16327;6;
Cliente Ficticio 4561;R OLGA FADEL ABARCA,   520, BL 3, APT 401 03572020  SAO PAULO SP ;19693;4;
Cliente Ficticio 4563;R ALZIMAR VARGAS BATISTA,   410 07077203  GUARULHOS SP ;18801;4;
Cliente Ficticio 4564;R JOSE B. COSTA PEREIRA,    68 12236488  SAO JOSE DOS CAMPOS SP ;17329;4;
Cliente Ficticio 4565;R PRCA ISABEL,429,A 59025400  NATAL RN ;6712;4;
Cliente Ficticio 4566;R PIACATU,  1217, CASA C 06240160  OSASCO SP ;21478;4;
Cliente Ficticio 4567;R GONCALVES DIAS,   525 34000000  NOVA LIMA MG ;33943;4;
Cliente Ficticio 4568;R PRF NEY MARQUES,    54, ED CAMPO BELO, APT 603 87020300  MARINGA PR ;25965;4;
Cliente Ficticio 4569;R FLOR DE LIS,    11 29172290  SERRA ES ;16691;4;
Cliente Ficticio 4570;AV OSVALDO ARANHA,  1376, APT 102 90035191  PORTO ALEGRE RS ;34548;4;
Cliente Ficticio 4571;R TARCON,   200 05223070  SAO PAULO SP ;5864;4;
Cliente Ficticio 4572;R LUIS VAZ DE CAMOES,   225, CASA FRENTE 12071050  TAUBATE SP ;9198;4;
Cliente Ficticio 4574;R ALCIDES MOREIRA DE PAULA,    20 12234828  SAO JOSE DOS CAMPOS SP ;9707;4;
Cliente Ficticio 4575;EST PAU-FERRO,   204, BL 4, APT 306 22743051  RIO DE JANEIRO RJ ;42106;4;
Cliente Ficticio 4576;AV MIRO VETORAZZO,  1000, BL 4, APT 104 09820135  SAO BERNARDO DO CAMPO SP ;12992;4;
Cliente Ficticio 4577;R CONGO,   282 91380070  PORTO ALEGRE RS ;23562;4;
Cliente Ficticio 4578;R CEL FAWCETT,   365 04167030  SAO PAULO SP ;14350;4;
Cliente Ficticio 4579;R FLAVIO HUMBERTO RIBIZZI,   222, BL D, APT 16 11443040  GUARUJA SP ;24141;4;
Cliente Ficticio 4580;R JOAO PESSOA,  1446 13454375  SANTA BARBARA D OESTE SP ;6978;4;
Cliente Ficticio 4581;AV DR EPITACIO PESSOA,   131, BL A, APT 142 11045301  SANTOS SP ;64026;4;
Cliente Ficticio 4583;R ESTEVES JUNIOR,   545, BL A, APT 1004 88015130  FLORIANOPOLIS SC ;27327;4;
Cliente Ficticio 4584;AV DR THEODORO QUARTIM BARBOSA,  1759 12712000  CRUZEIRO SP ;6911;4;
Cliente Ficticio 4585;R CAVATTON,   122 02962150  SAO PAULO SP ;25395;4;
Cliente Ficticio 4587;R SD JOSE VICENTE DE PAULA,    46, CASA 1 02180020  SAO PAULO SP ;19153;4;
Cliente Ficticio 4588;R LISSES MELGACO,   217, CASA 1 21635270  RIO DE JANEIRO RJ ;478;4;
Cliente Ficticio 4589;RUA ANTONIO RAPOSO TAVARES,6 69040720  MANAUS AM ;72671;4;
Cliente Ficticio 4590;R PORTO VELHO,    81, CASA 2 06226264  OSASCO SP ;12561;4;
Cliente Ficticio 4591;R PROGRESSO,1021,BL 2, APART 305 57046256  MACEIO AL ;6343;4;
Cliente Ficticio 4592;R ALAGOAS,  1175 87033330  MARINGA PR ;28547;4;
Cliente Ficticio 4593;R EUBEIA,    20 09240250  SANTO ANDRE SP ;18859;4;
Cliente Ficticio 4594;TV BENEDITO BENEDETI,    26, CASA 02 06298160  OSASCO SP ;10926;4;
Cliente Ficticio 4595;R PEDRO GRASSI,   251 16075407  ARACATUBA SP ;20980;4;
